번호,제목,작성자_닉네임,작성시간,조회수,네이버_ID,등급
939,EV6 공조기 원격 조절,자동차공학과11학번,2026.01.26. 17:24,조회 85,jin92dora,신입
940,회사 내 전기차 구역 신고 가능???,자동차공학과11학번,2026.01.26. 17:20,조회 180,jin92dora,신입
941,"요즘 고속도로 출퇴근중인데 와,,진짴ㅋㅋㅋ",피카츄I208I서울,2026.01.26. 17:18,조회 403,thislimdongh,준회원
942,출산 예정인 와이프 세컨카 추천 부탁 드립니다,흑백형광펜,2026.01.26. 17:17,조회 162,changi92,신입
943,충남 부여군도 보조금 올라왔네요,마샤I충남,2026.01.26. 17:15,조회 379,pipark7,준회원
944,충남 도대체 왜이렇게 늦나요,골절이싫다I대전,2026.01.26. 17:11,조회 233,regularpeson,준회원
945,날이 좋아서 세차했네요.,가을하늘li5I경기,2026.01.26. 17:09,조회 129,kws0327,준회원
946,가아차 할인?,에브리I안산,2026.01.26. 17:08,조회 318,rsy0611,준회원
947,주니퍼 출고,I총총파파I전주,2026.01.26. 17:08,조회 83,alswn9307,준회원
948,서울시 보조금 지급대상자 선정기간 질문입니다,달려I아이오닉6NI서울,2026.01.26. 17:08,조회 85,jdw1122,준회원
949,디씨콤보 어댑터 분실,대구ll경북,2026.01.26. 17:06,조회 95,dlguswjddlal,준회원
950,(마감)충전기 에버온 쓰시는분 계세요??,오리l아5l대구,2026.01.26. 16:59,조회 214,arima3,준회원
951,BYD seal RWD,동탄ll천시아,2026.01.26. 16:55,조회 184,tntjd914,준회원
952,ev5나 ev6 재고차 남아있을까요?,전북ll이브이5,2026.01.26. 16:55,조회 470,tmdgus4579,준회원
953,ev3 현금 150 할인과 초저금리 할부중에서 선택 가능한걸로 아는데,이브이IEV3I충북,2026.01.26. 16:53,조회 320,rkdlwpf493,준회원
954,2월초 접수 ㅋㅋ 재고차는 어림도 없네요,한줌단l수원,2026.01.26. 16:52,조회 498,smlalfjf4,준회원
955,EV4가 셀토스보다 낫죠?,아이온lEV4l서울,2026.01.26. 16:49,"조회 3,822",sayden,준회원
956,테슬라 모델y 26년식 주문하면 얼마정도 대기 할까요?,경기용인ll래드아이즈,2026.01.26. 16:47,조회 170,l22k24,신입
957,[아이오닉9 2026 올해의 차 수상 축하] 대형 SUV의 새로운 기준을 제시한 전기차!,슬립I폴스타2I양주,2026.01.26. 16:34,조회 117,edkstkd,준회원
958,[아이오닉9 2026 올해의 차 수상 축하] 끝판왕 전기차 아이오닉9,아따뚜이I오산,2026.01.26. 16:32,조회 50,kop890,준회원
959,4인가족 차량질문드립니다. (아이오닉 5 vs 모델Y),아보카동Ii오닉5I일산,2026.01.26. 16:32,조회 194,cusco77,신입
960,2월초에 보조금 나온다는데 (재고관련),경산ll아이오닉,2026.01.26. 16:29,조회 858,dnjs5681,준회원
961,서울시 지원금 접수 순번,야채배달,2026.01.26. 16:28,조회 142,ebever,준회원
962,전기차 결정장애 치료해드립니다! 2026년형 전기차 구매 '자가진단표',홀릭아이즈 EV9 경기,2026.01.26. 16:28,조회 541,jwvalue,준회원
963,경남 보조금..어이상실이네요(도청민원들어가요),어쩌다I아이오닉I경남,2026.01.26. 16:28,조회 589,juni5328,준회원
964,전기차에 관심 있어 가입 했습니다,어쩌다저언기차I부산,2026.01.26. 16:26,조회 4,yoangsab,준회원
965,포항 2월 두번째주 접수예정,빵돌IEV5I경북,2026.01.26. 16:25,조회 259,jeeree1234,준회원
966,안녕하세요,팻맨I아이오닉6I경기,2026.01.26. 16:23,조회 5,unsang06,준회원
967,안녕하세요,어쩌다저언기차I부산,2026.01.26. 16:23,조회 2,yoangsab,준회원
968,모델Y 택시 목격,다시돌아ㅣ서울,2026.01.26. 16:21,조회 390,10dnjschd,준회원
969,아이오닉5 실구매가 서울 얼마나 하나요?,3715014h,2026.01.26. 16:20,조회 49,theresahaworth,신입
970,EV9 중고 구매후 타이어고민 중,행복한부자IEV9I안양,2026.01.26. 16:17,조회 151,meto76,신입
971,테슬라 모델y 후륜이 나을까요 사륜이 나을까요 ㅇㅅㅇ,티모미호,2026.01.26. 16:13,조회 234,tnsrb89,신입
972,청주 전기차 보조금,빈즈l아9l청주,2026.01.26. 16:11,조회 345,sweetmusic22,준회원
973,EV4 어스 롱레인지 재고 안나올려나요...,따콩이Iev4I울산,2026.01.26. 16:10,조회 290,thqotn,준회원
974,전기차 보조금은 작년동결..,엔드IEV6I대전,2026.01.26. 16:09,조회 162,nocturne_7,준회원
975,보조금,대전ll루멘,2026.01.26. 16:07,조회 179,spinl1225,준회원
976,보조금 관련,빙그르르해보자,2026.01.26. 16:07,조회 127,ska1723,준회원
977,여주 보조금 공고 올라왔네요,키도리m양평,2026.01.26. 16:06,조회 115,love772kim,준회원
978,전기차 전환지원금 수령관련문의드립니다.,최스테파노I경남,2026.01.26. 16:04,조회 184,yunny1220,준회원
979,혹시 오늘 보조금 신청하신분?,나예빠IEV6I인천,2026.01.26. 16:04,조회 181,kdwls00,준회원
980,[아이오닉9 2026 올해의 차 수상 축하] 플래그십 전기 SUV의 끝판왕 아이오닉9,용키I아이오닉5I대구,2026.01.26. 16:00,조회 189,milunamu2,정회원
981,아이오닉 비상키,휘뚜루I아9I김해,2026.01.26. 15:57,조회 115,kimiu20605,준회원
982,테슬라 2026년형 질문,이솜주인lq4l창원,2026.01.26. 15:53,조회 68,hobakb,준회원
983,경차 팔면 경차 유류비 환급 카드는?,인천IIPaulim,2026.01.26. 15:49,조회 132,konfuzilo,준회원
984,빨리 인수 받고 싶어요.,왕쏘야I모델YI인천,2026.01.26. 15:44,조회 52,tpkjo0928,준회원
985,EV4 패밀리용 가능합니까?,데브파파,2026.01.26. 15:41,조회 203,priaz,신입
986,인천 모델y보조금 작년보다 줄었네요ㅠ,네로I인천,2026.01.26. 15:36,조회 240,naegerowa,준회원
987,PPF. 다들하시나요?,둥이장군I고양,2026.01.26. 15:36,조회 173,gagagv2,준회원
988,가족차로 전기차 고민중인데 조언 부탁드립니다,감자92,2026.01.26. 15:36,조회 137,tkatns0104,신입
989,EV4는 출고가 빨리 되나요?,경남IEV4I교류자,2026.01.26. 15:30,조회 237,glock36,신입
990,전기차 살걸.. 하고 후회되네요,문젯거리,2026.01.26. 15:29,"조회 1,531",jamekn,준회원
991,아파트 충전시 관리비로 충전금액 부과되시는분들,나의적은I씨라7I대구,2026.01.26. 15:27,조회 220,daebak26,준회원
992,전기차로 갈아타야 할지 고민중 입니다. ^^,영빈아빠I경북칠곡,2026.01.26. 15:26,조회 141,rosetwin,준회원
993,주니퍼 RWD / 모델3 롱 / IX2 골라주세여,해달잇,2026.01.26. 15:25,조회 195,style792,신입
994,주행 중 소음이 발생합니다.,코나타II충북,2026.01.26. 15:22,조회 75,tmdrn007,신입
995,코나ev 프리미어 20년식 윈터패키지,Wonnogida69,2026.01.26. 15:21,조회 77,lwr50,신입
996,기아차 할인 받으신게 있으신가요?,초짜한량Iev5I경북,2026.01.26. 15:20,조회 451,som54,신입
997,동탄 기아 카마 추천 부탁드려요,순수열정I동탄,2026.01.26. 15:20,조회 17,getto502,준회원
998,자동세차장 하부세차 하시나요?,나무나무ll,2026.01.26. 15:19,조회 266,jin841225,준회원
999,생각해보면 내연기관 차량보다 전기차가 무조건 더 이득인데요.,완전개차반I경남,2026.01.26. 15:18,조회 299,inchang_lee,준회원
1000,빨리 인수 받고 싶어요.,왕쏘야I모델YI인천,2026.01.26. 15:44,조회 53,tpkjo0928,준회원
1001,EV4 패밀리용 가능합니까?,데브파파,2026.01.26. 15:41,조회 204,priaz,신입
1002,인천 모델y보조금 작년보다 줄었네요ㅠ,네로I인천,2026.01.26. 15:36,조회 241,naegerowa,준회원
1003,PPF. 다들하시나요?,둥이장군I고양,2026.01.26. 15:36,조회 174,gagagv2,준회원
1004,가족차로 전기차 고민중인데 조언 부탁드립니다,감자92,2026.01.26. 15:36,조회 138,tkatns0104,신입
1005,EV4는 출고가 빨리 되나요?,경남IEV4I교류자,2026.01.26. 15:30,조회 238,glock36,신입
1006,전기차 살걸.. 하고 후회되네요,문젯거리,2026.01.26. 15:29,"조회 1,532",jamekn,준회원
1007,아파트 충전시 관리비로 충전금액 부과되시는분들,나의적은I씨라7I대구,2026.01.26. 15:27,조회 221,daebak26,준회원
1008,전기차로 갈아타야 할지 고민중 입니다. ^^,영빈아빠I경북칠곡,2026.01.26. 15:26,조회 142,rosetwin,준회원
1009,주니퍼 RWD / 모델3 롱 / IX2 골라주세여,해달잇,2026.01.26. 15:25,조회 196,style792,신입
1010,주행 중 소음이 발생합니다.,코나타II충북,2026.01.26. 15:22,조회 78,tmdrn007,신입
1011,코나ev 프리미어 20년식 윈터패키지,Wonnogida69,2026.01.26. 15:21,조회 78,lwr50,신입
1012,기아차 할인 받으신게 있으신가요?,초짜한량Iev5I경북,2026.01.26. 15:20,조회 452,som54,신입
1013,동탄 기아 카마 추천 부탁드려요,순수열정I동탄,2026.01.26. 15:20,조회 18,getto502,준회원
1014,자동세차장 하부세차 하시나요?,나무나무ll,2026.01.26. 15:19,조회 268,jin841225,준회원
1015,생각해보면 내연기관 차량보다 전기차가 무조건 더 이득인데요.,완전개차반I경남,2026.01.26. 15:18,조회 302,inchang_lee,준회원
1016,겨울철 한파에 시동 잘 걸리는지요 ?,레인보우7I김포,2026.01.26. 15:17,조회 123,chihlee,준회원
1017,찜한 재고차도 놓쳐버렸네요ㅠ,도채맘,2026.01.26. 15:15,"조회 1,441",ket1702,준회원
1018,용인 기아 전기차 딜러분 추천 해주세요,시나브로I경기,2026.01.26. 15:14,조회 20,rjaks03,준회원
1019,충전요금을 가장 저렴하게 사용하려면?,두레박I아산,2026.01.26. 15:12,조회 183,kkussa94,준회원
1020,셀토스 고민 후 EV3 선택...,깅이브,2026.01.26. 15:10,조회 296,rawkmj,준회원
1021,궁금합니다,찌니II순천,2026.01.26. 15:10,조회 11,jst2601,준회원
1022,테슬라Y 프리미엄 알리나 테무 꿀템 알려주세요~,탱이I테슬라Yl서울,2026.01.26. 15:09,조회 39,ehrzoflr,준회원
1023,"경북 기준 모델y 보조금 늘고, 시라이언은 확정",로치I경북,2026.01.26. 15:06,조회 147,dkwn1230,준회원
1024,현대차 자체 아트리아AI 접고 엔비디아 자율주행으로 재편 검토,새빛l코나l경기,2026.01.26. 15:05,조회 366,hyunpida,준회원
1025,전기차 한달 유지비가 어느정도 되나요?,나나7,2026.01.26. 15:04,조회 287,yaykayv,신입
1026,배탈난 구형레이 ev,오토프라자IMYI충남,2026.01.26. 15:03,조회 224,han3boy,준회원
1027,모델3 원페달 강도 조절 가능한가요?,버노,2026.01.26. 15:01,조회 126,didwo1478,신입
1028,강풍이 몰아치는 양양 나들이~,햇살이아파IEV6I화성,2026.01.26. 14:58,조회 105,liaoyin,준회원
1029,현대차 노조 학습한 Ai 로봇,5N굿ㅣ경기,2026.01.26. 14:56,조회 273,therockc,준회원
1030,인천 보조금 줄었네요..,자몽lee,2026.01.26. 14:55,조회 254,daen6072,신입
1031,전기차에 관심이 생겼습니다.,완전개차반I경남,2026.01.26. 14:54,조회 26,inchang_lee,준회원
1032,아이보리그레이,찌니II순천,2026.01.26. 14:50,조회 69,jst2601,준회원
1033,BYD 구매하신분들 서비스,중광단,2026.01.26. 14:44,조회 147,rnqhsgmd5540,준회원
1034,원주 보조금도 조금 줄었네요 ㅠㅠ,러블리영I예비I강원,2026.01.26. 14:41,조회 208,hyyun08,준회원
1035,스포티지 vs EV4,파인드Ii5I서울,2026.01.26. 14:41,조회 373,ffminjong,준회원
1036,ev6 핫하네,캠퍼I경남,2026.01.26. 14:37,조회 387,fuck_yoobibo,준회원
1037,2만km 페리오닉5 iccu 당첨,뚜비I아5I경기,2026.01.26. 14:32,"조회 1,694",dong5247,신입
1038,전기차 추천 부탁드립니다 !,므에엥,2026.01.26. 14:26,조회 134,pk770,신입
1039,보조금 받고 전기차 구매시 궁금해요,손해 보기 없기,2026.01.26. 14:25,조회 224,brose21,신입
1040,최종 ev5 계약. 단양보조금 짱!,까르보I단양,2026.01.26. 14:20,"조회 2,561",jinmik72,준회원
1041,전기차 계약 관련,바람돌이8ㅣ충북,2026.01.26. 14:11,조회 49,cchung114kr,준회원
1042,전기차 할인카드!!,충전하고있는뒈,2026.01.26. 14:10,조회 139,kimsh3310,신입
1043,전기차 계약시 딜러,찡숭I제주,2026.01.26. 14:07,조회 156,mypark4222,준회원
1044,썬팅선택하는게 왜이리 힘든지ㅠㅠ,담백I아이오닉5I서울,2026.01.26. 14:05,조회 232,juhee138,신입
1045,테슬라 노원 서비스 센터 신규 오픈..,라데II구미,2026.01.26. 14:03,조회 105,bogdanovic,신입
1046,2026 LG AWARDS 고객심사단 모집(1/23(금)~2/1(일)까지),recruit,2026.01.26. 14:01,조회 63,univ_recruit5,신입
1047,아이오닉5 재고차 할인 어떻게 생각하세요?,동경하는I대구,2026.01.26. 14:00,조회 378,dlaehd_1994,준회원
1048,모델 Y 롱레인 / 아이오닉5 N라인 선택,컨츄리IU25I경기,2026.01.26. 13:53,조회 102,ysoptima,신입
1049,[아이오닉9 2026 올해의 차 수상 축하],이동진l미정l마산,2026.01.26. 13:52,조회 59,donky4,준회원
1050,쏘부EV 무상 소프트웨어 업데이트,와일드l쏘부evl대구,2026.01.26. 13:48,조회 69,wildseven357,준회원
1051,ev4 핸드폰 거치대,미피라네,2026.01.26. 13:47,조회 112,ehdms22,준회원
1052,전기차로 차박 괜찮나요??^^,환호엄마,2026.01.26. 13:47,조회 177,miss10044,신입
1053,전환지원금 국비말고 지자체(시비) 도 잇나요?,제네시스노벨,2026.01.26. 13:47,조회 127,jinwook5753,준회원
1054,ev4 컬러 고민중인데...,우쭈쭈새우II부산,2026.01.26. 13:45,조회 163,rhaehfl_,준회원
1055,부산 보조금 vs 서울 보조금,서울과 용인,2026.01.26. 13:44,조회 425,sj2051,신입
1056,현대 EV DOWN 프로모션 문의,노형I제주,2026.01.26. 13:43,조회 240,jjm3483,신입
1057,모델Y RWD,커튼콜I모델YI광명,2026.01.26. 13:43,조회 72,fhzh1,준회원
1058,고민고민....,환호엄마,2026.01.26. 13:41,조회 65,miss10044,신입
1059,보조금 미확정시 계약 가능한가요?,마초I세닉I대구,2026.01.26. 13:41,조회 195,xogh7402,준회원
1060,[아이오닉9 2026 올해의 차 수상 축하],호로요이I니로I판교,2026.01.26. 13:41,조회 61,leinster92,준회원
1061,전기차 첫 구매 시 가장 중요하게 봐야 할 점은 무엇일까요?,트러스I서울,2026.01.26. 13:40,조회 85,beast30854,준회원
1062,전기차 출고까지의 과정이 꽤 스트레스네요...,요소수IEV6I충북,2026.01.26. 13:38,조회 290,sosseo1,준회원
1063,[아이오닉9 2026 올해의 차 수상 축하] 아이오닉9의 강점!!,머드IEV6I보령,2026.01.26. 13:36,조회 55,cog1609,준회원
1064,자동차세 관련,휴일14,2026.01.26. 13:36,조회 88,holidy14,준회원
1065,경남 보조금 짜증납니다,유봉이I볼트EUVl창원,2026.01.26. 13:35,조회 461,didtlfwh,정회원
1066,테슬라3 롱레인지 구입하려고 하는데 옵션은.,크림쏨,2026.01.26. 13:35,조회 83,denggij,신입
1067,전기 충전기 포인트와 단가 그리고 네비게이션 지도,좋아요ev6I광주,2026.01.26. 13:34,조회 22,ehdrud0188,준회원
1068,3월에 모델Y 롱레 계약하려는데 출고는,도왕,2026.01.26. 13:28,조회 67,apamanse,신입
1069,주행후에 배터리 열화 체크해보신분 계세요?,만멘미I5nI수원,2026.01.26. 13:27,조회 68,bnayun,준회원
1070,전환지원금은 보유기간 3년ㅠ,마리아노,2026.01.26. 13:24,조회 302,a10943663,신입
1071,현대차 이번주에도 차 할인 할까요,홍군l없음l울산,2026.01.26. 13:24,조회 398,hsm0213,준회원
1072,경남 보조금보니 계약 취소해야 고민이네요..,도채맘,2026.01.26. 13:18,조회 576,ket1702,준회원
1073,다나X에서 전기차 견적 보니 지역 보조금 벌써 다 마감으로 나오는데,희나아빠I니로I여주,2026.01.26. 13:16,조회 416,sama31,준회원
1074,아직 경북은 정확한 지자체 금액 나온거 없습니다,적당히먹기ll경북,2026.01.26. 13:15,조회 136,qqwyr2146,준회원
1075,"혹시, 썬팅 없이 다닌다면",낚찌낚찌 l 정선,2026.01.26. 13:15,조회 121,sw6318,준회원
1076,아이오닉5 필수 옵션 추천부탁드립니다,너구리I용인,2026.01.26. 13:13,조회 46,bmfree,신입
1077,겨울철 전력,아엑스lIX3l포항,2026.01.26. 13:11,조회 22,cksry7106,준회원
1078,차량 방향제...,최가Iev4I경기,2026.01.26. 13:08,조회 45,chldndud330,준회원
1079,전기차 2주넘게,미니미니미0,2026.01.26. 13:07,조회 118,jkisg12345,신입
1080,아5 타시는분들 센터콘솔 하부 정리칸막이 추천드립니다,어른오닉l아5l부천,2026.01.26. 13:00,조회 96,sdfgh77677,준회원
1081,페리ev6 iccu터짐,아렌Iev6I경남,2026.01.26. 12:57,"조회 1,725",djfmswnwkr1,준회원
1082,내연기관 폐차 후 기존 번호 전기차 재사용 가능 여부 문의드립니다.,마오I부산,2026.01.26. 12:57,조회 108,pdw1976,준회원
1083,전기차 새내기~~ㅎㅎ,서울럭셜훈l이승훈,2026.01.26. 12:45,조회 30,sena292513,신입
1084,전기차는 카센터 정비맡길때 어느부분 중점적으로 보나요?,머슴li4m50l남양주,2026.01.26. 12:44,조회 29,avacome,준회원
1085,대전은 아직 공고 안떴군요..,말랑옹심이I대전,2026.01.26. 12:44,조회 142,wjink,준회원
1086,EV3 경남 창원 구매,깡통찬야옹이,2026.01.26. 12:42,조회 471,ath4269,준회원
1087,g80전기 vs gv70전기,아프지말자,2026.01.26. 12:41,조회 165,ahndj0917,신입
1088,2026 전기차 구매보조금 관련 공유~,주누파파l아6l동탄,2026.01.26. 12:36,"조회 3,582",yukdk1029,준회원
1089,이건 진짜 재능의 영역이죠,무조림,2026.01.26. 12:35,조회 476,hk222333,신입
1090,와이프 등하원 전용 차량 구매.. 고민,구카l아이5l동대문,2026.01.26. 12:35,조회 129,wkaak105,신입
1091,어제 세차하고,라엘IGV70I경기,2026.01.26. 12:34,조회 29,hydrophane,준회원
1092,따스한 남쪽 시골 겨울철 전비.,오니기5I울산,2026.01.26. 12:32,조회 181,whj7074,정회원
1093,넥센 렌탈 조건 여뚸봅니다,생강I아이오닉5I안양,2026.01.26. 12:25,조회 29,suwk1,준회원
1094,코나 ev 타는중인데 토레스evx vs ev6 선택장애ㅜㅜ,은사장I코나EVI울산,2026.01.26. 12:23,조회 171,likecopy,준회원
1095,전기차 뽑기 잘하셔야 합니다. 제 경험담 후기 말씀드림 ㅜ.ㅜ 기아차 반성해라!,돈벌자,2026.01.26. 12:22,"조회 3,096",ehsqjfwk1024,신입
1096,아이오닉9 수도권 딜러소개 및 전시차량확인가능 대리점 공유부탁드립니다,고림ㅣ오닉9ㅣ,2026.01.26. 12:22,조회 58,swatyk1004,신입
1097,서울 강북쪽에 가디언네오가드 제거 업체 있나요?,사자lEV6l서울,2026.01.26. 12:21,조회 17,wkddnwn1994,준회원
1098,전기차 완속 충전기 업체 추천 부탁드립니다,샷II문경,2026.01.26. 12:21,조회 64,kwonkk7,신입
1099,보조금 조회했는데 지방비0은,예아노루,2026.01.26. 12:20,"조회 1,535",laidem,신입
1100,Ev4 vs Ev5,갓김치IEV4I광주,2026.01.26. 12:18,조회 387,bentis3,준회원
1101,"EV3, EV4 전시차량 있는 영업점 알려주세요.",희나아빠I니로I여주,2026.01.26. 12:17,조회 146,sama31,준회원
1102,"전기차 충전기 수리 vs 신품 교체, 어떻게 하는 게 맞을까요?",조약돌IEV6I익산,2026.01.26. 12:16,조회 40,htl0617,우수회원
1103,[아이오닉9 2026 올해의 차 수상 축하] 내가 선택한 차가 상 받으니 좋네요.,범블I아이오닉9I경북,2026.01.26. 12:16,조회 47,cucumber5242,준회원
1104,노란색 테슬라,호랑이I서울,2026.01.26. 12:14,조회 148,tigeryap,신입
1105,전기차를 사면 정비할게 없다던데,채이로빠I강원,2026.01.26. 12:11,"조회 1,918",bsc631,신입
1106,테슬라Y를 놓고 배터리 관련 롱으로 해야 할지 고민이요 ㅠㅠ,건물주치의l경기,2026.01.26. 12:11,조회 131,0482jc,준회원
1107,쏘렌토에서 ev5 변경,Ev5 제이우,2026.01.26. 12:10,조회 293,hcmin0417,신입
1108,ev5 계약 했는데 받을수 있을지 모르겠네요,전차남l충북,2026.01.26. 12:09,조회 240,ark1981,준회원
1109,전기차 구매 괜찮을까요?,채이로빠I강원,2026.01.26. 12:08,조회 37,bsc631,신입
1110,블로우모터 소음?? 히터소음??,아나l니로EVl강원,2026.01.26. 12:05,조회 22,heon2564,준회원
1111,가솔린 레이 VS ev3,전기처음I정읍,2026.01.26. 12:04,조회 132,goldship78,신입
1112,테슬라 구매 진행과정 궁금한게 있습니다...,jrrain,2026.01.26. 11:59,조회 87,zogic,준회원
1113,ev4 ev6 iccu 이슈 요즘 신차들도 문제인가요??,은식I화성,2026.01.26. 11:58,조회 160,killmas1003,준회원
1114,인천 보조금 및 내연기관 전환 관련 문의 답변 공유,빵뛰뛰빵,2026.01.26. 11:57,조회 369,kjsta8520,신입
1115,군산 전기차 딜러분 있나요ㅡ?,매나탄,2026.01.26. 11:57,조회 28,junsei28,신입
1116,최근 테슬라 전기가 가격 하락때문인건지..,은식I화성,2026.01.26. 11:56,조회 281,killmas1003,준회원
1117,경북 경산시 보조금 신청일정,환이님ll6n예비l경산,2026.01.26. 11:55,조회 125,spark831112,준회원
1118,전기차로 변경 괜찮을끼요?,아이오닉9 강원,2026.01.26. 11:54,조회 188,wonhaw,준회원
1119,모3롱레 vs 모y프리미엄,밍몽I아이오닉5I경북,2026.01.26. 11:53,조회 55,cristals2,준회원
1120,대전 전기차 보조금 접수 일정 아시는분 계신가요?,배당왕lEV4l경기,2026.01.26. 11:53,조회 114,xennie85,준회원
1121,[대구] 기아차 딜러 소개 부탁 합니다.,하얀늑대전설,2026.01.26. 11:51,조회 26,prettysd,신입
1122,EV4 맞이 준비물,금빛동전I아5EV4I대구,2026.01.26. 11:51,조회 324,10woncoin,정회원
1123,i4타시는분들 적응형 회생제동 쓰시나요?,머슴li4m50l남양주,2026.01.26. 11:50,조회 77,avacome,준회원
1124,요즘 날씨가 엄청 추워졌는데 전기차 시동 괜찮나요??,은식I화성,2026.01.26. 11:48,조회 92,killmas1003,준회원
1125,세닉 전륜축 녹,강철l세닉l경기,2026.01.26. 11:46,조회 112,min007007,신입
1126,캐스퍼 신청하신분 중 정보입력하라고 카톡 왔나요?,어벙이Rayl대구,2026.01.26. 11:46,조회 169,firejjong1,준회원
1127,폴스타4 블랙박스,쏘렝이I서울,2026.01.26. 11:44,조회 161,mandy401,신입
1128,EV5 구매 예정. 카마스터님 추천 부탁드려요,릴렉스초l씨7l경기,2026.01.26. 11:44,조회 36,jooyong3,준회원
1129,창원시 보조금 공고 나왔는데..,누구I경남,2026.01.26. 11:42,조회 344,twojh79,신입
1130,이번에 i4 출고후 가입했습니다,워너워너,2026.01.26. 11:41,조회 22,avacome,준회원
1131,음 아이오닉 정기점검을 받았는데...,온이아범I아5I경주,2026.01.26. 11:41,조회 81,juha86,준회원
1132,경산시는 금액은 뜬거고 세부 일정이랑은 안나온거죠??,대구하마IEV4I경산,2026.01.26. 11:39,조회 107,jmkl1234,준회원
1133,ev5 스탠다드,전기차로 바꿀예정,2026.01.26. 11:38,조회 86,cksdms977,준회원
1134,차살땐 너무 고민이 많아지네요,하루나I부산,2026.01.26. 11:35,조회 21,imlovelike,신입
1135,집밥 차지비 319원이면 전기차 구매한 의미가,수원햄뚱이 아이오닉5,2026.01.26. 11:34,"조회 2,120",dkdk9609,준회원
1136,확실히 겨울은 쉽지 않네요,홍아빠I모YI인천,2026.01.26. 11:34,조회 64,mandeuks,준회원
1137,"[공유] [속보] 정부 ""대형 원전 2기 계획대로 건설…2037∼2038년 준공""",환자I대구,2026.01.26. 11:32,조회 97,rooki2011,준회원
1138,아산시 보조금 올라왔네요,마샤I충남,2026.01.26. 11:31,조회 438,pipark7,준회원
1139,ev3 사륜 나오면 기존가격보다 엄청 비싸질까요?,감자불I서울,2026.01.26. 11:27,조회 81,dbswl4911,준회원
1140,"[뉴스]현대차, 전기차 보조금 시즌 맞춰 저금리 금융 혜택 확대",관시I인천,2026.01.26. 11:25,조회 181,cchoijs,준회원
1141,[아이오닉9 2026 올해의 차 수상 축하]아이오닉9의 유려한 매력,제이씨비IeGV70I충북,2026.01.26. 11:25,조회 58,crashjin,정회원
1142,[아이오닉9 2026올해의 차 수상 축하] 패밀리카의 완성 아이오닉9!!,칼으마l니로아5l경남,2026.01.26. 11:23,조회 49,har4861004,정회원
1143,한달간의 긴 고민을 끝냈습니다~,순두부후두부I청주,2026.01.26. 11:20,조회 226,thdenwls,준회원
1144,전기차 보트견인,벙찐튜브 천안,2026.01.26. 11:19,조회 23,dbwotjd577,신입
1145,지금 계약하게 되면?,캐EVㅣ사천,2026.01.26. 11:19,조회 82,csjheart,준회원
1146,경남 보조금 삭감으로 모델Y 계약했습니다,만두I진주,2026.01.26. 11:18,조회 290,pikachui007,준회원
1147,날씨가 추워서 히터 빵빵트니,감자I수원,2026.01.26. 11:17,조회 77,tkfbr,준회원
1148,전기차 계약시 서류,매미IEV5I전주,2026.01.26. 11:16,조회 61,ssoeju3,준회원
1149,전기차 출고전 준비사항 문의드립니다.,오리lEV3l울산,2026.01.26. 11:15,조회 122,zingy0403,준회원
1150,전기차 충전비용 관하여,낭만총각II코나II광주,2026.01.26. 11:13,조회 107,brian7082,준회원
1151,양산 보조금 아직 안나왓지요?,부산ll노력,2026.01.26. 11:11,조회 184,leedj2892,준회원
1152,대구시 보조금..항의전화..,훅기사l대구,2026.01.26. 11:07,"조회 1,602",hey25s,준회원
1153,화성시 보조금 뜬 것 같네요;;,우단l아이오닉6l화성,2026.01.26. 11:06,조회 347,sadas21321,준회원
1154,전기차 만족도???,도랑가,2026.01.26. 11:04,조회 148,dorazi9,신입
1155,결국 EV3로 재계약 했습니다.,오리lEV4l울산,2026.01.26. 11:04,"조회 1,382",zingy0403,준회원
1156,안녕하세요 요즘 출고 기간이 어느정도 될까요?,마산딸기,2026.01.26. 11:02,조회 57,hak1862,준회원
1157,등업이 왜 되지 않을까요?,쏘렝이I서울,2026.01.26. 11:01,조회 28,mandy401,신입
1158,전기차 충전금액 질문,여행 매니아 1004,2026.01.26. 10:57,조회 38,chulyong1004,신입
1159,대구시 지자체 보조금...,추잇I대구,2026.01.26. 10:57,조회 130,hcj25,준회원
1160,차지비는 카드 할인 외엔 없는거죠????,이브이6IEV6I인천,2026.01.26. 10:54,조회 268,wogh0125,준회원
1161,썬팅필름 ?,정비사수IEV5I충북,2026.01.26. 10:54,조회 42,insterfinger,신입
1162,현대차 유심?,에브리I안산,2026.01.26. 10:51,조회 60,rsy0611,준회원
1163,FAILED,,,,,
1164,전기차 충전금액 질문,여행 매니아 1004,2026.01.26. 10:57,조회 38,chulyong1004,신입
1165,대구시 지자체 보조금...,추잇I대구,2026.01.26. 10:57,조회 130,hcj25,준회원
1166,차지비는 카드 할인 외엔 없는거죠????,이브이6IEV6I인천,2026.01.26. 10:54,조회 268,wogh0125,준회원
1167,썬팅필름 ?,정비사수IEV5I충북,2026.01.26. 10:54,조회 42,insterfinger,신입
1168,현대차 유심?,에브리I안산,2026.01.26. 10:51,조회 60,rsy0611,준회원
1169,신입회원님들 준회원이상 열람 가능 글 보는 방법,바실리I세닉I서울,2026.01.26. 10:48,조회 70,lee2d22,신입
1170,은값 폭등하는데....베터리에 은 1kg 들어간다는데 맞나요?,원피스ㅣ모델yㅣ충남,2026.01.26. 10:47,조회 226,loloki9,준회원
